Place	District	State/Union
Barkhera	Pilibhit	Uttar Pradesh
Barsana	Mathura	Uttar Pradesh
Barua Sagar	Jhansi	Uttar Pradesh
Barwar	Kheri	Uttar Pradesh
Basti	Basti	Uttar Pradesh
Begumabad Budhana	Ghaziabad	Uttar Pradesh
Behta Hajipur	Ghaziabad	Uttar Pradesh
Bela Pratapgarh	Pratapgarh	Uttar Pradesh
Belthara Road	Ballia	Uttar Pradesh
Beniganj	Hardoi	Uttar Pradesh
Beswan	Aligarh	Uttar Pradesh
Bewar	Mainpuri	Uttar Pradesh
Bhadarsa	Faizabad	Uttar Pradesh
Bhadohi	Sant Ravidas Nagar	Uttar Pradesh
Bhagwant Nagar	Unnao	Uttar Pradesh
Bharatganj	Allahabad 	Uttar Pradesh
Bhargain	Etah	Uttar Pradesh
Bharthana	Etawah	Uttar Pradesh
Bharuhana	Mirzapur	Uttar Pradesh
Bharwari	Kaushambi	Uttar Pradesh
Bhatni Bazar	Deoria	Uttar Pradesh
Bhatpar Rani	Deoria	Uttar Pradesh
Bhawan Bahadur Nagar	Bulandshahr 	Uttar Pradesh
Bhinga	Shrawasti	Uttar Pradesh
Bhogaon	Mainpuri	Uttar Pradesh
Bhojpur Dharampur	Moradabad	Uttar Pradesh
Bhokarhedi	Muzaffarnagar	Uttar Pradesh
Bhulepur	Ambedaker Nagar	Uttar Pradesh
Bidhuna	Auraiya	Uttar Pradesh
Bighapur	Unnao	Uttar Pradesh
Bijnor	Bijnor	Uttar Pradesh
Bijpur	Sonbhadra	Uttar Pradesh
Bikapur	Faizabad	Uttar Pradesh
Bilari	Moradabad	Uttar Pradesh
Bilariaganj	Azamgarh	Uttar Pradesh
Bilaspur	Rampur	Uttar Pradesh
Bilaspur	Gautam Buddha Nagar	Uttar Pradesh
Bilgram	Hardoi	Uttar Pradesh
Bilhaur	Kanpur Nagar	Uttar Pradesh
Bilram	Etah	Uttar Pradesh
Bilsanda	Pilibhit	Uttar Pradesh
Bilsi	Budaun	Uttar Pradesh
Bindki	Fatehpur	Uttar Pradesh
Bisalpur	Pilibhit	Uttar Pradesh
Bisanda Buzurg	Banda	Uttar Pradesh
Bisauli	Budaun	Uttar Pradesh
Bisharatganj	Bareilly	Uttar Pradesh
Bisokhar	Ghaziabad	Uttar Pradesh
Biswan	Sitapur	Uttar Pradesh
Bithoor	Kanpur Nagar	Uttar Pradesh
Budaun	Budaun	Uttar Pradesh
Budhana	Muzaffarnagar	Uttar Pradesh
Bugrasi	Bulandshahr 	Uttar Pradesh
Bulandshahr	Bulandshahr 	Uttar Pradesh
Chail	Kaushambi	Uttar Pradesh
Chak Imam Ali	Allahabad 	Uttar Pradesh
Chakeri	Kanpur Nagar	Uttar Pradesh
Chakia	Chandauli	Uttar Pradesh
Chandauli	Chandauli	Uttar Pradesh
Chandausi	Moradabad	Uttar Pradesh
Chandpur	Bijnor	Uttar Pradesh
Charkhari	Mahoba	Uttar Pradesh
Charthaval	Muzaffarnagar	Uttar Pradesh
Chaumuhan	Mathura	Uttar Pradesh
Chhaprauli	Baghpat	Uttar Pradesh
Chharra Rafatpur	Aligarh	Uttar Pradesh
Chhata	Mathura	Uttar Pradesh
Chhatari	Bulandshahr 	Uttar Pradesh
Chhibramau	Kannauj	Uttar Pradesh
Chhutmalpur	Saharanpur	Uttar Pradesh
Chilkana Sultanpur	Saharanpur	Uttar Pradesh
Chirgaon	Jhansi	Uttar Pradesh
Chitbara Gaon	Ballia	Uttar Pradesh
Chitrakoot Dham (Karwi)	Chitrakoot	Uttar Pradesh
Chopan	Sonbhadra	Uttar Pradesh
Choubepur Kalan	Kanpur Nagar	Uttar Pradesh
Chunar	Mirzapur	Uttar Pradesh
Churk Ghurma	Sonbhadra	Uttar Pradesh
Colonelganj	Gonda	Uttar Pradesh
Dadri	Gautam Buddha Nagar	Uttar Pradesh
Dalmau	Rae Bareli	Uttar Pradesh
Dankaur	Gautam Buddha Nagar	Uttar Pradesh
Dariyabad	Barabanki	Uttar Pradesh
Dasna	Ghaziabad	Uttar Pradesh
Dataganj	Budaun	Uttar Pradesh
Daurala	Meerut	Uttar Pradesh
Dayalbagh	Agra	Uttar Pradesh
Deoband	Saharanpur	Uttar Pradesh
Deoranian	Bareilly	Uttar Pradesh
Deoria	Deoria	Uttar Pradesh
Dewa	Barabanki	Uttar Pradesh
Dhampur	Bijnor	Uttar Pradesh
Dhanauha	Jaunpur	Uttar Pradesh
Dhanauli	Agra	Uttar Pradesh
Dhanaura	Jyotiba Phule Nagar	Uttar Pradesh
Dharoti Khurd	Ghaziabad	Uttar Pradesh
Dhaura Tanda	Bareilly	Uttar Pradesh
Dhaurehra	Kheri	Uttar Pradesh
Dibai	Bulandshahr 	Uttar Pradesh
Dibiyapur	Auraiya	Uttar Pradesh
Dildarnagar Fatehpur Bazar	Ghazipur	Uttar Pradesh
Doghat	Baghpat	Uttar Pradesh
Dohrighat	Mau	Uttar Pradesh
Dostpur	Sultanpur	Uttar Pradesh
Dudhi	Sonbhadra	Uttar Pradesh
Dulhipur	Chandauli	Uttar Pradesh
Ekdil	Etawah	Uttar Pradesh
Erich	Jhansi	Uttar Pradesh
Etah	Etah	Uttar Pradesh
Etawah	Etawah	Uttar Pradesh
Etmadpur	Agra	Uttar Pradesh
Faizabad	Faizabad	Uttar Pradesh
Faizabad	Faizabad	Uttar Pradesh
Faizganj	Budaun	Uttar Pradesh
Farah	Mathura	Uttar Pradesh
Faridnagar	Ghaziabad	Uttar Pradesh
Faridpur	Bareilly	Uttar Pradesh
Faridpur	Bareilly	Uttar Pradesh
Fariha	Firozabad	Uttar Pradesh
Farrukhabad-cum-Fatehgarh	Farrukhabad	Uttar Pradesh
Fatehabad	Agra	Uttar Pradesh
Fatehganj Pashchimi	Bareilly	Uttar Pradesh
Fatehganj Purvi	Bareilly	Uttar Pradesh
Fatehgarh	Farrukhabad	Uttar Pradesh
Fatehpur	Fatehpur	Uttar Pradesh
Fatehpur	Barabanki	Uttar Pradesh
Fatehpur Chaurasi	Unnao	Uttar Pradesh
Fatehpur Sikri	Agra	Uttar Pradesh
Firozabad	Firozabad	Uttar Pradesh
Gajraula	Jyotiba Phule Nagar	Uttar Pradesh
Gangaghat	Unnao	Uttar Pradesh
Gangapur	Varanasi	Uttar Pradesh
Gangoh	Saharanpur	Uttar Pradesh
Ganj Dundawara	Etah	Uttar Pradesh
Ganj Muradabad	Unnao	Uttar Pradesh
Garautha	Jhansi	Uttar Pradesh
Garhi Pukhta	Muzaffarnagar	Uttar Pradesh
Garhmukteshwar	Ghaziabad	Uttar Pradesh
Gaura Barhaj	Deoria	Uttar Pradesh
Gauri Bazar	Deoria	Uttar Pradesh
Gausganj	Kanpur Dehat	Uttar Pradesh
Gawan	Budaun	Uttar Pradesh
Ghatampur	Kanpur Nagar	Uttar Pradesh
Ghaziabad	Ghaziabad	Uttar Pradesh
Ghazipur	Ghazipur	Uttar Pradesh
Ghiraur	Mainpuri	Uttar Pradesh
Ghorawal	Sonbhadra	Uttar Pradesh
Ghosi	Mau	Uttar Pradesh
Ghosia Bazar	Sant Ravidas Nagar	Uttar Pradesh
Ghughuli	Maharajganj	Uttar Pradesh
Gohand	Hamirpur	Uttar Pradesh
Gokul	Mathura	Uttar Pradesh
Gola Bazar	Gorakhpur	Uttar Pradesh
Gola Gokarannath	Kheri	Uttar Pradesh
Gonda	Gonda	Uttar Pradesh
Gopamau	Hardoi	Uttar Pradesh
Gopiganj	Sant Ravidas Nagar	Uttar Pradesh
Gorakhpur	Gorakhpur	Uttar Pradesh
Gosainganj	Lucknow	Uttar Pradesh
Gosainganj	Faizabad	Uttar Pradesh
Govardhan	Mathura	Uttar Pradesh
Gulaothi	Bulandshahr 	Uttar Pradesh
Gularia Bhindara	Pilibhit	Uttar Pradesh
Gulariya	Budaun	Uttar Pradesh
Gunnaur	Budaun	Uttar Pradesh
Gursahaiganj	Kannauj	Uttar Pradesh
Gursarai	Jhansi	Uttar Pradesh
Gyanpur	Sant Ravidas Nagar	Uttar Pradesh
Hafizpur	Azamgarh	Uttar Pradesh
Haidergarh	Barabanki	Uttar Pradesh
Haldaur	Bijnor	Uttar Pradesh
Hamirpur	Hamirpur	Uttar Pradesh
Handia	Allahabad 	Uttar Pradesh
Hapur	Ghaziabad	Uttar Pradesh
Hardoi	Hardoi	Uttar Pradesh
Harduaganj	Aligarh	Uttar Pradesh
Hargaon	Sitapur	Uttar Pradesh
Hariharpur	Sant Kabir Nagar	Uttar Pradesh
Harraiya	Basti	Uttar Pradesh
Hasanpur	Jyotiba Phule Nagar	Uttar Pradesh
Hasayan	Hathras	Uttar Pradesh
Hastinapur	Meerut	Uttar Pradesh
Hata	Kushinagar	Uttar Pradesh
Hathras	Hathras	Uttar Pradesh
Hyderabad	Unnao	Uttar Pradesh
Ibrahimpur	Azamgarh	Uttar Pradesh
Iglas	Aligarh	Uttar Pradesh
Ikauna	Shrawasti	Uttar Pradesh
Iltifatganj Bazar	Ambedaker Nagar	Uttar Pradesh
Mankapur	Gonda	Uttar Pradesh
Islamnagar	Budaun	Uttar Pradesh
Itaunja	Lucknow	Uttar Pradesh
Jafarabad	Jaunpur	Uttar Pradesh
Jagner	Agra	Uttar Pradesh
Jahanabad	Pilibhit	Uttar Pradesh
Jahangirabad	Bulandshahr 	Uttar Pradesh
Jahangirpur	Gautam Buddha Nagar	Uttar Pradesh
Jais	Rae Bareli	Uttar Pradesh
Jaithara	Etah	Uttar Pradesh
Jalalabad	Muzaffarnagar	Uttar Pradesh
Jalalabad	Bijnor	Uttar Pradesh
Jalalabad	Shahjahanpur	Uttar Pradesh
Jalali	Aligarh	Uttar Pradesh
Jalalpur	Ambedaker Nagar	Uttar Pradesh
Jalaun	Jalaun 	Uttar Pradesh
Jalesar	Etah	Uttar Pradesh
Jamshila	Sonbhadra	Uttar Pradesh
Jangipur	Ghazipur	Uttar Pradesh
Jansath	Muzaffarnagar	Uttar Pradesh
Jarwal	Bahraich	Uttar Pradesh
Jasrana	Firozabad	Uttar Pradesh
Jaswantnagar	Etawah	Uttar Pradesh
Jatari	Aligarh	Uttar Pradesh
Jaunpur	Jaunpur	Uttar Pradesh
Jewar	Gautam Buddha Nagar	Uttar Pradesh
Jhalu	Bijnor	Uttar Pradesh
Jhansi	Jhansi	Uttar Pradesh
Jhansi	Jhansi	Uttar Pradesh
Jhansi Rly. Settlement	Jhansi	Uttar Pradesh
Jhinjhak	Kanpur Dehat	Uttar Pradesh
Jhinjhana	Muzaffarnagar	Uttar Pradesh
Jhusi	Allahabad 	Uttar Pradesh
Jhusi Kohna	Allahabad 	Uttar Pradesh
Jiyanpur	Azamgarh	Uttar Pradesh
Joya	Jyotiba Phule Nagar	Uttar Pradesh
Jyoti Khuria	Mainpuri	Uttar Pradesh
Kabrai	Mahoba	Uttar Pradesh
Kachhauna Patseni	Hardoi	Uttar Pradesh
Kachhla	Budaun	Uttar Pradesh
Kachhwa	Mirzapur	Uttar Pradesh
Kadaura	Jalaun 	Uttar Pradesh
Kadipur	Sultanpur	Uttar Pradesh
Kailashpur	Saharanpur	Uttar Pradesh
Kaimganj	Farrukhabad	Uttar Pradesh
Kairana	Muzaffarnagar	Uttar Pradesh
Kakgaina	Bareilly	Uttar Pradesh
Kakod	Gautam Buddha Nagar	Uttar Pradesh
Kakori	Lucknow	Uttar Pradesh
Kakrala	Budaun	Uttar Pradesh
Kalinagar	Pilibhit	Uttar Pradesh
Kalpi	Jalaun 	Uttar Pradesh
Kamalganj	Farrukhabad	Uttar Pradesh
Kampil	Farrukhabad	Uttar Pradesh
Kandhla	Muzaffarnagar	Uttar Pradesh
Kandwa	Varanasi	Uttar Pradesh
Kannauj	Kannauj	Uttar Pradesh
Kanpur	Kanpur Nagar	Uttar Pradesh
Kanpur	Kanpur Nagar	Uttar Pradesh
Kanth	Moradabad	Uttar Pradesh
Kanth	Shahjahanpur	Uttar Pradesh
Kaptanganj	Kushinagar	Uttar Pradesh
Karari	Kaushambi	Uttar Pradesh
Karhal	Mainpuri	Uttar Pradesh
Karnawal	Meerut	Uttar Pradesh
Kasganj	Etah	Uttar Pradesh
Katariya	Ambedaker Nagar	Uttar Pradesh
Katghar Lalganj	Azamgarh	Uttar Pradesh
Kathera	Jhansi	Uttar Pradesh
Katra	Shahjahanpur	Uttar Pradesh
Katra	Gonda	Uttar Pradesh
Katra Medniganj	Pratapgarh	Uttar Pradesh
Kauriaganj	Aligarh	Uttar Pradesh
Kemri	Rampur	Uttar Pradesh
Kerakat	Jaunpur	Uttar Pradesh
Khadda	Kushinagar	Uttar Pradesh
Khaga	Fatehpur	Uttar Pradesh
Khailar	Jhansi	Uttar Pradesh
Khair	Aligarh	Uttar Pradesh
Khairabad	Sitapur	Uttar Pradesh
Khairabad	Mau	Uttar Pradesh
Khalilabad	Sant Kabir Nagar	Uttar Pradesh
Khamaria	Sant Ravidas Nagar	Uttar Pradesh
Khanpur	Bulandshahr 	Uttar Pradesh
Kharela	Mahoba	Uttar Pradesh
Khargupur	Gonda	Uttar Pradesh
Khariya	Sonbhadra	Uttar Pradesh
Kharkhoda	Meerut	Uttar Pradesh
Khatauli	Muzaffarnagar	Uttar Pradesh
Khatauli Rural	Muzaffarnagar	Uttar Pradesh
Khekada	Baghpat	Uttar Pradesh
Kheragarh	Agra	Uttar Pradesh
Kheri	Kheri	Uttar Pradesh
Kheta Sarai	Jaunpur	Uttar Pradesh
Khudaganj	Shahjahanpur	Uttar Pradesh
Khurja	Bulandshahr 	Uttar Pradesh
Khutar	Shahjahanpur	Uttar Pradesh
Kiraoli	Agra	Uttar Pradesh
Kiratpur	Bijnor	Uttar Pradesh
Kishni	Mainpuri	Uttar Pradesh
Kishunpur	Fatehpur	Uttar Pradesh
Kithaur	Meerut	Uttar Pradesh
Koeripur	Sultanpur	Uttar Pradesh
Konch	Jalaun 	Uttar Pradesh
Kopaganj	Mau	Uttar Pradesh
Kora Jahanabad	Fatehpur	Uttar Pradesh
Koraon	Allahabad 	Uttar Pradesh
Korwa	Sultanpur	Uttar Pradesh
Kosi Kalan	Mathura	Uttar Pradesh
Kota	Sonbhadra	Uttar Pradesh
Kotra	Jalaun 	Uttar Pradesh
Kotwa	Varanasi	Uttar Pradesh
Kul Pahar	Mahoba	Uttar Pradesh
Kunda	Pratapgarh	Uttar Pradesh
Kundarki	Moradabad	Uttar Pradesh
Kunwargaon	Budaun	Uttar Pradesh
Kuraoli	Mainpuri	Uttar Pradesh
Kurara	Hamirpur	Uttar Pradesh
Kursath	Hardoi	Uttar Pradesh
Kursath	Unnao	Uttar Pradesh
Kurthi Jafarpur	Mau	Uttar Pradesh
Kushinagar	Kushinagar	Uttar Pradesh
Kusmara	Mainpuri	Uttar Pradesh
Laharpur	Sitapur	Uttar Pradesh
Lakhimpur	Kheri	Uttar Pradesh
Lakhna	Etawah	Uttar Pradesh
Lal Gopalganj Nindaura	Allahabad 	Uttar Pradesh
Lalganj	Rae Bareli	Uttar Pradesh
Lalitpur	Lalitpur	Uttar Pradesh
Lar	Deoria	Uttar Pradesh
Lawar NP	Meerut	Uttar Pradesh
Ledwa Mahua	Sant Kabir Nagar	Uttar Pradesh
Lohta	Varanasi	Uttar Pradesh
Loni	Ghaziabad	Uttar Pradesh
Lucknow	Lucknow	Uttar Pradesh
Lucknow	Lucknow	Uttar Pradesh
Machhlishahr	Jaunpur	Uttar Pradesh
Madhoganj	Hardoi	Uttar Pradesh
Madhogarh	Jalaun 	Uttar Pradesh
Maghar	Sant Kabir Nagar	Uttar Pradesh
Mahaban	Mathura	Uttar Pradesh
Mahmudabad	Sitapur	Uttar Pradesh
Mahoba	Mahoba	Uttar Pradesh
Maholi	Sitapur	Uttar Pradesh
Mahona	Lucknow	Uttar Pradesh
Mahrajganj	Rae Bareli	Uttar Pradesh
Mahrajganj	Maharajganj	Uttar Pradesh
Mahrajganj	Azamgarh	Uttar Pradesh
Mahroni	Lalitpur	Uttar Pradesh
Mailani	Kheri	Uttar Pradesh
Mainpuri	Mainpuri	Uttar Pradesh
Majhara Pipar Ehatmali	Unnao	Uttar Pradesh
Majhauli Raj	Deoria	Uttar Pradesh
Malihabad	Lucknow	Uttar Pradesh
Mallawan	Hardoi	Uttar Pradesh
Mandawar	Bijnor	Uttar Pradesh
Manikpur	Pratapgarh	Uttar Pradesh
Manikpur Sarhat	Chitrakoot	Uttar Pradesh
Maniyar	Ballia	Uttar Pradesh
Manjhanpur	Kaushambi	Uttar Pradesh
Mankapur	Gonda	Uttar Pradesh
Marehra	Etah	Uttar Pradesh
Mariahu	Jaunpur	Uttar Pradesh
Maruadih Rly. Settlement	Varanasi	Uttar Pradesh
Maswasi	Rampur	Uttar Pradesh
Mataundh	Banda	Uttar Pradesh
Mathura	Mathura	Uttar Pradesh
Mathura	Mathura	Uttar Pradesh
Mau Aima	Allahabad 	Uttar Pradesh
Maudaha	Hamirpur	Uttar Pradesh
Maunath Bhanjan	Mau	Uttar Pradesh
Mauranipur	Jhansi	Uttar Pradesh
Maurawan	Unnao	Uttar Pradesh
Mawana	Meerut	Uttar Pradesh
Meerut	Meerut	Uttar Pradesh
Meerut	Meerut	Uttar Pradesh
Mehdawal	Sant Kabir Nagar	Uttar Pradesh
Mehnagar	Azamgarh	Uttar Pradesh
Mendu	Hathras	Uttar Pradesh
Milak	Rampur	Uttar Pradesh
Miranpur	Muzaffarnagar	Uttar Pradesh
Mirganj	Bareilly	Uttar Pradesh
Mirzapur-cum-Vindhyachal	Mirzapur	Uttar Pradesh
Misrikh-cum-Neemsar	Sitapur	Uttar Pradesh
Modinagar	Ghaziabad	Uttar Pradesh
Mogra Badshahpur	Jaunpur	Uttar Pradesh
Mohammadabad	Farrukhabad	Uttar Pradesh
Mohammadabad	Ghazipur	Uttar Pradesh
Mohammadi	Kheri	Uttar Pradesh
Mohan	Unnao	Uttar Pradesh
Mohanpur	Etah	Uttar Pradesh
Mohiuddinpur	Meerut	Uttar Pradesh
Moradabad	Moradabad	Uttar Pradesh
Moth	Jhansi	Uttar Pradesh
Mubarakpur	Azamgarh	Uttar Pradesh
Mughalsarai	Chandauli	Uttar Pradesh
Mughalsarai Rly. Settlement	Chandauli	Uttar Pradesh
Muhammadabad	Mau	Uttar Pradesh
Mukrampur Khema	Bijnor	Uttar Pradesh
Mundera Bazar	Gorakhpur	Uttar Pradesh
Mundia	Budaun	Uttar Pradesh
Muradnagar	Ghaziabad	Uttar Pradesh
Mursan	Hathras	Uttar Pradesh
Musafirkhana	Sultanpur	Uttar Pradesh
Muzaffarnagar	Muzaffarnagar	Uttar Pradesh
Nadigaon	Jalaun 	Uttar Pradesh
Nagina	Bijnor	Uttar Pradesh
Nagram	Lucknow	Uttar Pradesh
Nai Bazar	Sant Ravidas Nagar	Uttar Pradesh
Nainana Jat	Agra	Uttar Pradesh
Najibabad	Bijnor	Uttar Pradesh
Nakur	Saharanpur	Uttar Pradesh
Nanauta	Saharanpur	Uttar Pradesh
Nandgaon	Mathura	Uttar Pradesh
Nanpara	Bahraich	Uttar Pradesh
Naraini	Banda	Uttar Pradesh
Narauli	Moradabad	Uttar Pradesh
Naraura	Bulandshahr 	Uttar Pradesh
Naugawan Sadat	Jyotiba Phule Nagar	Uttar Pradesh
Nautanwa	Maharajganj	Uttar Pradesh
Nawabganj	Bareilly	Uttar Pradesh
Nawabganj	Unnao	Uttar Pradesh
Nawabganj	Barabanki	Uttar Pradesh
Nawabganj	Gonda	Uttar Pradesh
Nehtaur	Bijnor	Uttar Pradesh
Nichlaul	Maharajganj	Uttar Pradesh
Nidhauli Kalan	Etah	Uttar Pradesh
Niwari	Ghaziabad	Uttar Pradesh
Nizamabad	Azamgarh	Uttar Pradesh
Noida	Gautam Buddha Nagar	Uttar Pradesh
Noorpur	Bijnor	Uttar Pradesh
Northern Rly. Colony	Kanpur Nagar	Uttar Pradesh
Nyoria Husainpur	Pilibhit	Uttar Pradesh
Nyotini	Unnao	Uttar Pradesh
Obra	Sonbhadra	Uttar Pradesh
Oel Dhakwa	Kheri	Uttar Pradesh
Orai	Jalaun 	Uttar Pradesh
Oran	Banda	Uttar Pradesh
Ordnance Factory Muradnagar	Ghaziabad	Uttar Pradesh
Pachperwa	Balrampur	Uttar Pradesh
Padrauna	Kushinagar	Uttar Pradesh
Pahasu	Bulandshahr 	Uttar Pradesh
Paintepur	Sitapur	Uttar Pradesh
Pali	Hardoi	Uttar Pradesh
Pali	Lalitpur	Uttar Pradesh
Palia Kalan	Kheri	Uttar Pradesh
Parasi	Sonbhadra	Uttar Pradesh
Parichha	Jhansi	Uttar Pradesh
Parikshitgarh	Meerut	Uttar Pradesh
Parsadepur	Rae Bareli	Uttar Pradesh
Patala	Ghaziabad	Uttar Pradesh
Patiyali	Etah	Uttar Pradesh
Patti	Pratapgarh	Uttar Pradesh
Phalauda	Meerut	Uttar Pradesh
Phaphund	Auraiya	Uttar Pradesh
Phulpur	Allahabad 	Uttar Pradesh
Phulpur	Azamgarh	Uttar Pradesh
Phulwaria	Varanasi	Uttar Pradesh
Pihani	Hardoi	Uttar Pradesh
Pilibhit	Pilibhit	Uttar Pradesh
Pilkhana	Aligarh	Uttar Pradesh
Pilkhuwa	Ghaziabad	Uttar Pradesh
Pinahat	Agra	Uttar Pradesh
Pipalsana Chaudhari	Bareilly	Uttar Pradesh
Pipiganj	Gorakhpur	Uttar Pradesh
Pipraich	Gorakhpur	Uttar Pradesh
Pipri	Sonbhadra	Uttar Pradesh
Powayan	Shahjahanpur	Uttar Pradesh
Pratapgarh City	Pratapgarh	Uttar Pradesh
Pukhrayan	Kanpur Dehat	Uttar Pradesh
Puranpur	Pilibhit	Uttar Pradesh
Purdilnagar	Hathras	Uttar Pradesh
Purquazi	Muzaffarnagar	Uttar Pradesh
Purwa	Unnao	Uttar Pradesh
Qasimpur Power House Colony	Aligarh	Uttar Pradesh
Rabupura	Gautam Buddha Nagar	Uttar Pradesh
Radhakund	Mathura	Uttar Pradesh
Rae Bareli	Rae Bareli	Uttar Pradesh
Raja Ka Rampur	Etah	Uttar Pradesh
Rajapur	Chitrakoot	Uttar Pradesh
Ramkola	Kushinagar	Uttar Pradesh
Ramnagar	Barabanki	Uttar Pradesh
Ramnagar	Varanasi	Uttar Pradesh
Rampur	Rampur	Uttar Pradesh
Rampur Bhawanipur	Barabanki	Uttar Pradesh
Rampur Karkhana	Deoria	Uttar Pradesh
Rampur Maniharan	Saharanpur	Uttar Pradesh
Rampura	Jalaun 	Uttar Pradesh
Ranipur	Jhansi	Uttar Pradesh
Rashidpur Garhi	Bijnor	Uttar Pradesh
Rasra	Ballia	Uttar Pradesh
Rasulabad	Unnao	Uttar Pradesh
Rath	Hamirpur	Uttar Pradesh
Raya	Mathura	Uttar Pradesh
Renukoot	Sonbhadra	Uttar Pradesh
Reoti	Ballia	Uttar Pradesh
Richha	Bareilly	Uttar Pradesh
Risia Bazar	Bahraich	Uttar Pradesh
Rithora	Bareilly	Uttar Pradesh
Rly. Settlement Roza	Shahjahanpur	Uttar Pradesh
Robertsganj	Sonbhadra	Uttar Pradesh
Rudauli	Faizabad	Uttar Pradesh
Rudayan	Budaun	Uttar Pradesh
Rudrapur	Deoria	Uttar Pradesh
Rura	Kanpur Dehat	Uttar Pradesh
Rustamnagar Sahaspur	Moradabad	Uttar Pradesh
Sadabad	Hathras	Uttar Pradesh
Sadat	Ghazipur	Uttar Pradesh
Safipur	Unnao	Uttar Pradesh
Sahanpur	Bijnor	Uttar Pradesh
Saharanpur	Saharanpur	Uttar Pradesh
Sahaspur	Bijnor	Uttar Pradesh
Sahaswan	Budaun	Uttar Pradesh
Sahatwar	Ballia	Uttar Pradesh
Sahawar	Etah	Uttar Pradesh
Sahjanwa	Gorakhpur	Uttar Pradesh
Sahpau NP	Hathras	Uttar Pradesh
Saidpur	Budaun	Uttar Pradesh
Saidpur	Ghazipur	Uttar Pradesh
Sainthal	Bareilly	Uttar Pradesh
Saiyad Raja	Chandauli	Uttar Pradesh
Sakhanu	Budaun	Uttar Pradesh
Sakit	Etah	Uttar Pradesh
Salarpur Khadar	Gautam Buddha Nagar	Uttar Pradesh
Salempur	Deoria	Uttar Pradesh
Salon	Rae Bareli	Uttar Pradesh
Sambhal	Moradabad	Uttar Pradesh
Samdhan	Kannauj	Uttar Pradesh
Samthar	Jhansi	Uttar Pradesh
Sandi	Hardoi	Uttar Pradesh
Sandila	Hardoi	Uttar Pradesh
Sarai Aquil	Kaushambi	Uttar Pradesh
Sarai Mir	Azamgarh	Uttar Pradesh
Sardhana	Meerut	Uttar Pradesh
Sarila	Hamirpur	Uttar Pradesh
Sarsawan	Saharanpur	Uttar Pradesh
Sasni	Hathras	Uttar Pradesh
Satrikh	Barabanki	Uttar Pradesh
Saunkh	Mathura	Uttar Pradesh
Saurikh	Kannauj	Uttar Pradesh
Seohara	Bijnor	Uttar Pradesh
Sewalkhas	Meerut	Uttar Pradesh
Sewarhi	Kushinagar	Uttar Pradesh
Shahabad	Rampur	Uttar Pradesh
Shahabad	Hardoi	Uttar Pradesh
Shahganj	Jaunpur	Uttar Pradesh
Shahi	Bareilly	Uttar Pradesh
Shahjahanpur	Shahjahanpur	Uttar Pradesh
Shahjahanpur	Shahjahanpur	Uttar Pradesh
Shahpur	Muzaffarnagar	Uttar Pradesh
Shamli	Muzaffarnagar	Uttar Pradesh
Shamsabad	Agra	Uttar Pradesh
Shamsabad	Farrukhabad	Uttar Pradesh
Shankargarh	Allahabad 	Uttar Pradesh
Shergarh	Bareilly	Uttar Pradesh
Sherkot	Bijnor	Uttar Pradesh
Shikarpur	Bulandshahr 	Uttar Pradesh
Shikohabad	Firozabad	Uttar Pradesh
Shishgarh	Bareilly	Uttar Pradesh
Shivdaspur	Varanasi	Uttar Pradesh
Shivli	Kanpur Dehat	Uttar Pradesh
Shivrajpur	Kanpur Nagar	Uttar Pradesh
Shohratgarh	Siddharthnagar	Uttar Pradesh
Siana	Bulandshahr 	Uttar Pradesh
Siddhaur	Barabanki	Uttar Pradesh
Sidhauli	Sitapur	Uttar Pradesh
Sidhpura	Etah	Uttar Pradesh
Sikanderpur	Kannauj	Uttar Pradesh
Sikanderpur	Ballia	Uttar Pradesh
Sikandra	Kanpur Dehat	Uttar Pradesh
Sikandra Rao	Hathras	Uttar Pradesh
Sikandrabad	Bulandshahr 	Uttar Pradesh
Singahi Bhiraura	Kheri	Uttar Pradesh
Sirathu	Kaushambi	Uttar Pradesh
Sirauli	Bareilly	Uttar Pradesh
Sirsa	Allahabad 	Uttar Pradesh
Sirsaganj	Firozabad	Uttar Pradesh
Sirsi	Moradabad	Uttar Pradesh
Sisauli	Muzaffarnagar	Uttar Pradesh
Siswa Bazar	Maharajganj	Uttar Pradesh
Sitapur	Sitapur	Uttar Pradesh
Som	Hardoi	Uttar Pradesh
Soron	Etah	Uttar Pradesh
Suar	Rampur	Uttar Pradesh
Sukhmalpur Nizamabad	Firozabad	Uttar Pradesh
Sultanpur	Sultanpur	Uttar Pradesh
Sumerpur	Hamirpur	Uttar Pradesh
Suriyawan	Sant Ravidas Nagar	Uttar Pradesh
Swamibagh	Agra	Uttar Pradesh
Talbehat	Lalitpur	Uttar Pradesh
Talgram	Kannauj	Uttar Pradesh
Tambaur-cum-Ahmadabad	Sitapur	Uttar Pradesh
Tanda	Rampur	Uttar Pradesh
Tanda	Ambedaker Nagar	Uttar Pradesh
Tatarpur Lallu	Bijnor	Uttar Pradesh
Tetri Bazar	Siddharthnagar	Uttar Pradesh
Thakurdwara	Moradabad	Uttar Pradesh
Thana Bhawan	Muzaffarnagar	Uttar Pradesh
Thiriya Nizamat Khan	Bareilly	Uttar Pradesh
Tikait Nagar	Barabanki	Uttar Pradesh
Tikri	Baghpat	Uttar Pradesh
